subject,label,MeanNN,SDNN,RMSSD,pNN50,pNN20,MedianNN,IQRNN,CVNN,MinNN,MaxNN,HR_mean,LF,HF,LF_HF
S2,baseline,850.734693877551,48.64976198147689,48.27641499633085,30.0,70.0,848.5714285714286,71.07142857142856,0.057185585978322885,754.2857142857143,952.8571428571429,70.52727534424028,0.036373196927050926,0.03749991085056864,0.9699542239444916
S2,baseline,852.2774327122154,45.654056200668656,47.75481346297516,27.536231884057973,69.56521739130434,855.7142857142858,70.0,0.053567130195367324,764.2857142857142,952.8571428571429,70.39961132029636,0.038632158157405595,0.06309964899537633,0.6122404604855471
S2,baseline,843.8302277432713,45.030663658058444,51.59432904802587,28.985507246376812,66.66666666666666,844.2857142857143,75.71428571428578,0.05336460128773518,755.7142857142857,930.0,71.10435017297641,0.05436301008593678,0.04532159373300825,1.1994946692782245
S2,baseline,832.8370221327967,47.755141348686536,48.85779925564552,28.169014084507044,66.19718309859155,834.2857142857143,80.71428571428567,0.057340319990087964,721.4285714285714,924.2857142857142,72.04290684190183,0.05319743290877828,0.06749067581356014,0.788218998661885
S2,baseline,822.1825396825396,50.106510425497966,49.59015702202795,25.0,66.66666666666666,815.7142857142858,71.78571428571445,0.06094329179605912,634.2857142857142,912.8571428571428,72.97649500458516,0.05326420980943873,0.08922645435684656,0.5969553558232547
S2,baseline,817.281746031746,48.84475099196065,49.054292943870394,26.38888888888889,65.27777777777779,812.1428571428571,69.64285714285711,0.05976488674697912,721.4285714285714,940.0,73.41409531208274,0.04189837502380108,0.06318500755912451,0.663106275402361
S2,baseline,816.0714285714286,57.960820736447964,51.568388078716204,27.77777777777778,68.05555555555556,815.7142857142858,83.21428571428567,0.071024200464794,668.5714285714286,940.0,73.52297592997812,0.032198839161229745,0.04919460200184386,0.6545197613352559
S2,baseline,820.8531746031746,59.090870201772894,53.032229458233424,31.944444444444443,72.22222222222221,820.7142857142858,83.57142857142856,0.07198713732250499,668.5714285714286,940.0,73.09467984820284,0.05869370585129818,0.018939068238854346,3.0990809638082095
S2,baseline,822.2334004024145,61.79328484673421,51.597229116282335,29.577464788732392,70.4225352112676,821.4285714285714,88.57142857142856,0.07515297337287875,668.5714285714286,944.2857142857143,72.97198091276152,0.05877627927663844,0.017402364263818467,3.3774881611253904
S2,baseline,835.7344064386319,62.7807945219041,52.15948854137624,32.3943661971831,71.83098591549296,844.2857142857143,86.42857142857144,0.07512050962390777,668.5714285714286,948.5714285714287,71.79314329738057,0.05484973876962803,0.01670870056048191,3.2827052331857733
S2,baseline,840.9795918367348,62.992768633838715,58.560570624140134,37.142857142857146,75.71428571428571,847.1428571428571,85.0,0.0749040395811031,668.5714285714286,948.5714285714287,71.34536983110074,0.058005636917066845,0.026885188284390973,2.1575313627520254
S2,baseline,849.9792960662525,58.055988186604154,60.52516268567357,39.130434782608695,76.81159420289855,852.8571428571429,80.00000000000011,0.06830282626328692,668.5714285714286,948.5714285714287,70.58995469381792,0.042138501107692045,0.04477973738525119,0.9410171557096029
S2,baseline,854.4306418219461,47.52717358042229,58.1174763425131,39.130434782608695,72.46376811594203,852.8571428571429,65.71428571428567,0.05562437868459127,732.8571428571429,948.5714285714287,70.22220068332163,0.05454662455410801,0.03664537329914051,1.4884996288300154
S2,baseline,851.75983436853,48.741758270007814,59.78302103307876,39.130434782608695,68.11594202898551,850.0,61.428571428571445,0.05722476724456435,732.8571428571429,948.5714285714287,70.44239183276616,0.051811052714027854,0.03811460065178414,1.3593492212439746
S2,baseline,839.2244897959184,45.86458581025272,49.702159345410436,32.857142857142854,68.57142857142857,836.4285714285714,52.85714285714289,0.05465115278202381,715.7142857142858,945.7142857142858,71.49457711200816,0.0370901951472342,0.05155186158333163,0.7194734391362242
S2,baseline,825.218253968254,48.314005809463154,50.60967758604683,36.11111111111111,73.61111111111111,822.8571428571429,56.78571428571422,0.05854694267502448,715.7142857142858,945.7142857142858,72.70803779663869,0.023766094335290706,0.02887989518950809,0.8229286906804565
S2,baseline,821.825396825397,52.3367290912437,46.75131593679864,33.33333333333333,70.83333333333334,822.1428571428571,65.71428571428567,0.0636835139111222,715.7142857142858,945.7142857142858,73.00820859488168,0.017557411568347416,0.033797791812225725,0.5194839848086273
S2,baseline,820.5555555555555,56.88248303175877,54.92711206796214,40.27777777777778,75.0,822.1428571428571,71.78571428571422,0.06932191567851441,694.2857142857143,982.8571428571429,73.12119160460392,0.009948078530344528,0.029321740364900126,0.33927312657924535
S2,baseline,818.2936507936507,60.47414404243649,52.71529174090325,36.11111111111111,80.55555555555556,818.5714285714287,81.07142857142856,0.07390274137381309,694.2857142857143,982.8571428571429,73.32331118762427,0.059063122103536515,0.04295491890320188,1.375002528502828
S2,baseline,817.9761904761905,61.06308849120786,53.24886119665863,34.72222222222222,79.16666666666666,818.5714285714287,81.78571428571422,0.07465142531307611,694.2857142857143,982.8571428571429,73.35176830155727,0.058629391989544394,0.04500789543935445,1.3026468226790149
S2,baseline,826.1569416498995,62.23138969147883,57.90990287776308,36.61971830985916,76.05633802816901,828.5714285714287,81.42857142857156,0.07532635332845829,694.2857142857143,982.8571428571429,72.62542620555284,0.05303253056062115,0.029186354052249654,1.8170317013794142
S2,baseline,839.2448979591836,56.5919204100533,52.10788980402538,32.857142857142854,72.85714285714285,845.0,68.57142857142867,0.0674319504922455,694.2857142857143,982.8571428571429,71.49283855749825,0.04760232270810765,0.034244203795239285,1.3900840852584064
S2,baseline,841.5714285714284,54.88831390965673,50.080384953724945,32.857142857142854,74.28571428571429,850.0,62.500000000000114,0.06522121836150012,694.2857142857143,982.8571428571429,71.29519606178918,0.04385992257547407,0.03766083645999109,1.1646029854400224
S2,baseline,843.3877551020408,47.821621766152525,45.062643308467486,30.0,71.42857142857143,848.5714285714287,56.07142857142844,0.05670182128784479,711.4285714285714,962.8571428571429,71.14165416444852,0.057644952467117365,0.06227361737544172,0.9256721368791124
S2,baseline,855.9420289855072,45.70878590104714,43.14191105868997,26.08695652173913,66.66666666666666,860.0,61.428571428571445,0.053401730903695446,730.0,962.8571428571429,70.09820521503556,0.05587654503299005,0.052128887848080084,1.0718921377304618
S2,baseline,862.7100840336134,47.51974417287404,43.21210500409769,27.941176470588236,67.64705882352942,865.0,65.0,0.0550819389414052,730.0,962.8571428571429,69.54827712163643,0.027490267937497984,0.036083879848826744,0.7618434617526813
S2,baseline,865.483193277311,45.51904622844399,43.33634017231861,29.411764705882355,70.58823529411765,869.2857142857142,58.92857142857133,0.052593795676236954,730.0,962.8571428571429,69.3254363181785,0.033100405737666136,0.03366682941294331,0.9831756157275859
S2,baseline,854.8654244306417,61.19327558830033,49.08465871826548,34.78260869565217,72.46376811594203,865.7142857142858,68.57142857142856,0.07158234950145087,660.0,962.8571428571429,70.18648583192056,0.030171842025599256,0.033551476189805404,0.8992701797951577
S2,baseline,860.703933747412,58.831469878319076,52.98729150678009,36.231884057971016,73.91304347826086,865.7142857142858,65.71428571428567,0.06835273730209784,660.0,962.8571428571429,69.71038198787646,0.0383962783135235,0.03857547568916076,0.9953546295298799
S2,baseline,847.5155279503105,67.253017164748,61.91642316367244,37.68115942028986,73.91304347826086,861.4285714285714,65.71428571428567,0.07935313861139194,660.0,958.5714285714286,70.79516306339319,0.05576753440932522,0.040261282459095285,1.3851405370900443
S2,baseline,845.9795918367347,65.73916751786264,58.64384756932647,35.714285714285715,75.71428571428571,856.4285714285714,66.42857142857144,0.07770774632415674,660.0,961.4285714285714,70.92369671676356,0.03615396980971577,0.05857136328403813,0.6172635872310053
S2,baseline,847.5714285714287,65.95524730113802,59.01939484407661,38.57142857142858,78.57142857142857,857.8571428571429,67.85714285714289,0.0778167421385414,660.0,961.4285714285714,70.79049384796897,0.05780487010720913,0.06747336527170081,0.8567064926203293
S2,baseline,842.8163265306122,68.72910246394638,64.99448250875525,41.42857142857143,81.42857142857143,852.8571428571429,87.50000000000011,0.08154695192826221,660.0,961.4285714285714,71.1898881301758,0.04485184911471008,0.05184828368935842,0.8650594759015269
S2,baseline,846.4897959183672,60.89623726763542,58.45871091117247,41.42857142857143,81.42857142857143,850.7142857142858,82.14285714285722,0.07193971807016095,708.5714285714286,961.4285714285714,70.88094893678577,0.03680153222647972,0.06463766254085233,0.5693512231080509
S2,baseline,859.0756302521008,68.17304526179662,56.140190477965255,38.23529411764706,80.88235294117648,862.8571428571429,94.99999999999989,0.07935627884333167,708.5714285714286,992.8571428571429,69.84251198278392,0.03056411133725516,0.04409618350591101,0.6931237333307563
S2,baseline,868.4008528784648,65.53831246866638,52.7306313305604,37.3134328358209,82.08955223880598,865.7142857142858,103.57142857142844,0.07547011527156877,725.7142857142858,1015.7142857142858,69.09251620506777,0.011915486571004231,0.02201941285830121,0.541135526532087
S2,baseline,862.9831932773109,63.64199638266371,53.90761605881003,41.17647058823529,86.76470588235294,860.0,94.642857142857,0.07374650732301458,725.7142857142858,1015.7142857142858,69.52626710161157,0.03763085232041919,0.03154597271691653,1.1928892685638963
S2,baseline,855.9006211180125,63.44828647513933,53.06341762943851,36.231884057971016,84.05797101449275,855.7142857142858,82.85714285714289,0.07413043630259383,725.7142857142858,1015.7142857142858,70.10159651669085,0.04093548294149746,0.026557305463886686,1.5414019693060574
S2,baseline,858.8612836438922,59.96476541974824,48.1784024577959,28.985507246376812,81.15942028985508,852.8571428571429,72.85714285714278,0.06981891786451896,725.7142857142858,1015.7142857142858,69.85994262710027,0.03100304674982087,0.02785288323001503,1.1131000871181314
S2,baseline,859.8136645962732,58.12027158398604,47.50623892811173,24.637681159420293,81.15942028985508,852.8571428571429,71.42857142857144,0.06759635718429353,735.7142857142858,1015.7142857142858,69.7825615834718,0.056271542311403404,0.03682719603705888,1.5279887791288222
S2,baseline,845.6521739130436,46.96326549846202,48.887380686595975,28.985507246376812,81.15942028985508,847.1428571428572,62.857142857142776,0.055534966913348395,735.7142857142858,942.8571428571429,70.95115681233932,0.04021282755154561,0.06284020127134503,0.6399220043536454
S2,baseline,851.0559006211181,43.338094173572294,46.21995795979829,27.536231884057973,76.81159420289855,851.4285714285714,62.857142857142776,0.05092273508936753,744.2857142857143,937.1428571428571,70.50065683841774,0.01835963191229247,0.0530906141801563,0.3458169056020217
S2,baseline,854.4927536231883,50.02716870644032,52.00222776648198,31.88405797101449,76.81159420289855,852.8571428571429,77.14285714285711,0.05854604207504041,744.2857142857143,978.5714285714286,70.21709633649934,0.04145143952597437,0.052714668394099634,0.7863359628117103
S2,baseline,860.2691511387164,50.36974653783403,53.548174224571966,36.231884057971016,76.81159420289855,862.8571428571429,72.85714285714289,0.058551148173988196,744.2857142857143,978.5714285714286,69.74561382397535,0.04592659989778493,0.06625869677034274,0.6931407065999159
S2,baseline,862.7100840336135,60.907013664163415,66.40065213321411,42.64705882352941,79.41176470588235,867.1428571428571,82.5,0.07059963108277556,738.5714285714286,1072.857142857143,69.54827712163643,0.053264230451926936,0.09434194744446163,0.564586929724799
S2,baseline,846.8775510204083,76.4334735979932,66.71020465348452,45.714285714285715,78.57142857142857,858.5714285714286,81.78571428571422,0.09025327629230225,637.1428571428571,1007.1428571428571,70.8484950719329,0.060210142493625635,0.06537914016590349,0.920938120948651
S2,baseline,847.68115942029,79.52518965253859,71.15957752958963,39.130434782608695,73.91304347826086,861.4285714285714,90.0,0.09381497838989847,637.1428571428571,1007.1428571428571,70.78133014190459,0.0533481278906784,0.048907217051228705,1.0908027711901496
S2,baseline,834.185110663984,87.58613384660859,74.13878719512377,43.66197183098591,73.23943661971832,834.2857142857143,122.85714285714289,0.1049960407191791,637.1428571428571,1007.1428571428571,71.92648158421572,0.035059792254935655,0.03262660788582154,1.0745766883774484
S2,baseline,839.3265306122448,85.51347125949428,73.99169397896205,47.14285714285714,77.14285714285715,842.1428571428571,112.85714285714289,0.10188343647032898,637.1428571428571,1007.1428571428571,71.48588518491502,0.04662227696033015,0.03933957221461676,1.185124146901818
S2,baseline,838.0204081632654,84.23333911782058,72.81348913450616,45.714285714285715,70.0,848.5714285714287,106.07142857142856,0.1005146632436307,637.1428571428571,1007.1428571428571,71.59730170713293,0.03071371832988183,0.03094602012810572,0.992493322331523
S2,baseline,843.1262939958592,82.23771481768267,73.49510604281689,43.47826086956522,69.56521739130434,852.8571428571429,107.14285714285711,0.09753902280514876,637.1428571428571,1035.7142857142858,71.16371583625961,0.04710234937874374,0.028605625691792147,1.646611400367267
S2,baseline,859.9579831932775,64.79705217562714,68.43180525719346,41.17647058823529,66.17647058823529,857.1428571428571,70.35714285714266,0.07534909081838695,702.8571428571429,1035.7142857142858,69.77085063761174,0.05483886137723855,0.031068800634350444,1.7650781574299759
S2,baseline,856.6045548654242,60.69282935216013,63.77457862464872,43.47826086956522,69.56521739130434,851.4285714285714,71.42857142857133,0.07085279783703136,702.8571428571429,975.7142857142858,70.0439889785856,0.058508144943146094,0.08784833314126335,0.6660131484687688
S2,baseline,857.9411764705883,55.91668574696498,69.59348476793198,44.11764705882353,69.11764705882352,850.7142857142858,50.714285714285666,0.06517543076437467,737.1428571428571,1035.7142857142858,69.93486458690435,0.0616542283023506,0.08951195627183413,0.688782045105976
S2,baseline,851.7598343685302,54.504284074237255,60.23139653412813,39.130434782608695,63.76811594202898,850.0,64.28571428571422,0.06399020225536362,737.1428571428571,974.2857142857143,70.44239183276615,0.05571280505033249,0.08791435517410193,0.6337168138241038
S2,baseline,843.2857142857143,57.26609381938817,61.30253332074431,38.57142857142858,67.14285714285714,842.8571428571429,67.14285714285722,0.0679082935347649,737.1428571428571,974.2857142857143,71.15026257834998,0.04888133933140466,0.044100190151561316,1.1084156137062386
S2,baseline,838.408163265306,58.01586890232992,61.98243256092628,40.0,72.85714285714285,839.2857142857142,72.5,0.0691976431579321,727.1428571428571,974.2857142857143,71.56418869577918,0.05583196540379476,0.031245313416156762,1.7868908741662481
S2,baseline,827.202380952381,58.84948354179465,54.68664819892616,41.66666666666667,70.83333333333334,832.1428571428571,91.42857142857156,0.07114278790401886,694.2857142857143,974.2857142857143,72.53364035403324,0.05477342371419622,0.023654758113721593,2.3155351431145426
S2,baseline,822.5754527162976,61.12913240882753,53.34906230646975,36.61971830985916,67.6056338028169,811.4285714285713,97.14285714285711,0.0743143163426136,694.2857142857143,974.2857142857143,72.94163690621791,0.0529846951721557,0.023118173560377646,2.291906626350727
S2,baseline,818.5912698412699,58.15180353041944,50.6936648642886,31.944444444444443,66.66666666666666,810.7142857142857,83.92857142857156,0.07103887577703516,694.2857142857143,974.2857142857143,73.29665268924062,0.04644111385668436,0.027539536093224293,1.6863433610310716
S2,baseline,800.2509652509654,59.20135610923439,49.21667645487276,29.72972972972973,71.62162162162163,803.5714285714284,91.07142857142856,0.07397848759940996,671.4285714285713,931.4285714285713,74.9764793862929,0.03259709892381334,0.031126027821654502,1.0472617678872411
S2,baseline,797.6320939334639,56.13608100494928,46.046043209358324,28.767123287671232,71.23287671232876,797.1428571428571,92.85714285714289,0.07037841309533864,671.4285714285713,921.4285714285713,75.22265021222306,0.02688030782754125,0.032028828947732325,0.8392535322289516
S2,baseline,799.8455598455598,53.315864026263995,43.635143174704844,27.027027027027028,70.27027027027027,802.8571428571428,78.92857142857144,0.06665769831435786,671.4285714285713,908.5714285714286,75.01448156014675,0.028736025023106796,0.047101850472929425,0.6100827193535016
S2,baseline,806.5557729941291,52.63242429434237,48.744439766636624,31.506849315068493,71.23287671232876,808.5714285714286,74.28571428571433,0.06525577778577933,671.4285714285713,910.0,74.3903918476283,0.03100660753487767,0.03958423542428999,0.7833069706293014
S2,baseline,811.4484126984128,55.20793121114813,47.78178095832445,30.555555555555557,72.22222222222221,812.8571428571429,74.28571428571422,0.0680362797525947,671.4285714285713,910.0,73.94185392571582,0.013389046092457566,0.02553482158704366,0.5243446110174176
S2,baseline,803.385518590998,58.32823439780864,47.85921578073959,27.397260273972602,72.6027397260274,808.5714285714286,95.71428571428567,0.07260304430195166,671.4285714285713,910.0,74.68394514408205,0.02216990115679859,0.0385237317621322,0.5754868529790514
S2,baseline,803.1853281853282,65.38954360205591,57.743661509351575,33.78378378378378,70.27027027027027,809.2857142857142,96.07142857142867,0.0814127715079076,612.8571428571429,910.0,74.70255978848695,0.012765913152307991,0.021933324524594032,0.5820327482955655
S2,baseline,787.7413127413128,71.57050741631447,56.1762671786686,33.78378378378378,64.86486486486487,782.8571428571429,107.14285714285711,0.09085534331981594,612.8571428571429,910.0,76.16713638034554,0.011925513490878658,0.021264755137012908,0.5608112303217356
S2,baseline,771.2801484230056,70.35035248923059,52.18069489228235,32.467532467532465,59.74025974025974,764.2857142857142,100.0,0.09121245066798635,612.8571428571429,910.0,77.7927451169056,0.02941490351153342,0.02139635402574811,1.3747624233612832
S2,baseline,757.1428571428572,73.60001786146202,52.13084722034495,32.05128205128205,62.82051282051282,750.7142857142858,86.42857142857133,0.09720757076042152,600.0,938.5714285714287,79.24528301886792,0.04035570553241351,0.08831554861320987,0.45694904426350663
S2,baseline,725.0970017636685,102.69131927613805,103.52043079429652,35.80246913580247,56.79012345679012,735.7142857142858,114.28571428571433,0.14162425030907563,364.2857142857143,1011.4285714285713,82.74754943691777,0.05967197577978337,0.02879879043241842,2.07203062641865
S2,stress,721.8118466898954,50.65956944985753,39.73425201979633,20.73170731707317,52.4390243902439,715.0,60.71428571428578,0.07018389859098818,628.5714285714286,888.5714285714286,83.12415524232478,0.045962241682624874,0.04403121912014375,1.0438557596420877
S2,stress,725.2380952380953,46.5520336476796,37.988317215927836,19.753086419753085,53.086419753086425,721.4285714285714,60.0,0.06418862157592065,628.5714285714286,818.5714285714287,82.73145108338804,0.0400846255646441,0.0370883145723129,1.0807885455805533
S2,stress,738.0,48.79832124194471,37.196372631152165,17.5,51.24999999999999,736.4285714285714,70.71428571428567,0.06612238650670016,628.5714285714286,831.4285714285714,81.30081300813008,0.05076410324171063,0.04335280743306983,1.1709530765702478
